Foundation URI,Linearization (release) URI,8Y,BlockId,Title,ClassKind,DepthInKind,IsResidual,PrimaryLocation,ChapterNo,BrowserLink,iCatLink,isLeaf,noOfNonResidualChildren,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2021 May 11 - 22:00 UTC
http://id.who.int/icd/entity/775356003,http://id.who.int/icd/release/11/2021-05/mms/775356003,DC50,,Peritonitis,category,1,FALSE,TRUE,13,browser,iCat,FALSE,3,TRUE,BlockL1-DC5,,,,,
http://id.who.int/icd/entity/976371426,http://id.who.int/icd/release/11/2021-05/mms/976371426,DC51.2,,Haemoperitoneum,category,2,FALSE,TRUE,13,browser,iCat,TRUE,0,TRUE,BlockL1-DC5,,,,,
http://id.who.int/icd/entity/283208662,http://id.who.int/icd/release/11/2021-05/mms/283208662,DD31.0,,Non-occlusive mesenteric ischaemia,category,2,FALSE,TRUE,13,browser,iCat,FALSE,1,TRUE,BlockL1-DD3,,,,,
,http://id.who.int/icd/release/11/2021-05/mms/283208662/unspecified,DD31.0Z,,"Non-occlusive mesenteric ischaemia,unspecified",category,3,TRUE,TRUE,13,browser,iCat,TRUE,0,TRUE,BlockL1-DD3,,,,,
http://id.who.int/icd/entity/1294458332,http://id.who.int/icd/release/11/2021-05/mms/1294458332,,BlockL1-DD5,Hernias,block,1,FALSE,TRUE,13,browser,iCat,FALSE,8,,,,,,,
http://id.who.int/icd/entity/1803005915,http://id.who.int/icd/release/11/2021-05/mms/1803005915,DD50,,Non-abdominal wall hernia,category,1,FALSE,TRUE,13,browser,iCat,FALSE,3,TRUE,BlockL1-DD5,,,,,
http://id.who.int/icd/entity/1762507906,http://id.who.int/icd/release/11/2021-05/mms/1762507906,DD50.2,,Intra-abdominal hernia,category,2,FALSE,TRUE,13,browser,iCat,FALSE,2,TRUE,BlockL1-DD5,,,,,
,http://id.who.int/icd/release/11/2021-05/mms/1762507906/unspecified,DD50.2Z,,"Intra-abdominal hernia,unspecified",category,3,TRUE,TRUE,13,browser,iCat,TRUE,0,TRUE,BlockL1-DD5,,,,,
http://id.who.int/icd/entity/1685012958,http://id.who.int/icd/release/11/2021-05/mms/1685012958,DD90.0,,Globus,category,2,FALSE,TRUE,13,browser,iCat,TRUE,0,TRUE,BlockL1-DD9,,,,,
http://id.who.int/icd/entity/918813679,http://id.who.int/icd/release/11/2021-05/mms/918813679,EA50,,Toxin-mediated cutaneous reactions to distant or systemic bacterial infection,category,1,FALSE,TRUE,14,browser,iCat,FALSE,4,TRUE,BlockL1-EA0,BlockL2-EA4,,,,
http://id.who.int/icd/entity/63698555,http://id.who.int/icd/release/11/2021-05/mms/63698555,EA90,,Psoriasis,category,1,FALSE,TRUE,14,browser,iCat,FALSE,6,TRUE,BlockL1-EA8,BlockL2-EA9,,,,
http://id.who.int/icd/entity/626958575,http://id.who.int/icd/release/11/2021-05/mms/626958575,EA91.40,,Non-erosive lichen planus of oral mucosa,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EA8,BlockL2-EA9,,,,
http://id.who.int/icd/entity/609400482,http://id.who.int/icd/release/11/2021-05/mms/609400482,EB01.0,,Dermographism,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EA8,BlockL2-EB0,,,,
http://id.who.int/icd/entity/195467267,http://id.who.int/icd/release/11/2021-05/mms/195467267,EB13,,Stevens-Johnson syndrome or toxic epidermal necrolysis,category,1,FALSE,TRUE,14,browser,iCat,FALSE,3,TRUE,BlockL1-EA8,BlockL2-EB1,,,,
http://id.who.int/icd/entity/450167795,http://id.who.int/icd/release/11/2021-05/mms/450167795,EB13.0,,Stevens-Johnson syndrome,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EA8,BlockL2-EB1,,,,
http://id.who.int/icd/entity/496418968,http://id.who.int/icd/release/11/2021-05/mms/496418968,EB13.2,,Stevens-Johnson and toxic epidermal necrolysis overlap syndrome,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EA8,BlockL2-EB1,,,,
http://id.who.int/icd/entity/191659986,http://id.who.int/icd/release/11/2021-05/mms/191659986,EB40,,Pemphigus,category,1,FALSE,TRUE,14,browser,iCat,FALSE,3,TRUE,BlockL1-EA8,BlockL2-EB4,,,,
http://id.who.int/icd/entity/445309625,http://id.who.int/icd/release/11/2021-05/mms/445309625,EB41,,Pemphigoid,category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EA8,BlockL2-EB4,,,,
http://id.who.int/icd/entity/31664821,http://id.who.int/icd/release/11/2021-05/mms/31664821,EB61,,Morphoea,category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EA8,BlockL2-EB6,,,,
http://id.who.int/icd/entity/1454063618,http://id.who.int/icd/release/11/2021-05/mms/1454063618,EB90.30,,Pseudoporphyria,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EB9,,,,,
http://id.who.int/icd/entity/213831678,http://id.who.int/icd/release/11/2021-05/mms/213831678,EC20.0,,Non-syndromic ichthyosis,category,2,FALSE,TRUE,14,browser,iCat,FALSE,4,TRUE,BlockL1-EC1,,,,,
http://id.who.int/icd/entity/1466487054,http://id.who.int/icd/release/11/2021-05/mms/1466487054,EC20.01,,X-linked ichthyosis,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC1,,,,,
http://id.who.int/icd/entity/719536791,http://id.who.int/icd/release/11/2021-05/mms/719536791,EC21.4,,Genetically-determined hypertrichosis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC1,,,,,
http://id.who.int/icd/entity/1654612170,http://id.who.int/icd/release/11/2021-05/mms/1654612170,EC23.0,,Non-syndromic Genetically-determined hypermelanosis or lentiginosis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC1,,,,,
http://id.who.int/icd/entity/1381715631,http://id.who.int/icd/release/11/2021-05/mms/1381715631,,BlockL2-EC3,Genetically-determined epidermolysis bullosa,block,2,FALSE,TRUE,14,browser,iCat,FALSE,4,,BlockL1-EC1,,,,,
http://id.who.int/icd/entity/1729106757,http://id.who.int/icd/release/11/2021-05/mms/1729106757,EC90,,Pruritus,category,1,FALSE,TRUE,14,browser,iCat,FALSE,7,TRUE,BlockL1-EC9,BlockL2-EC9,,,,
http://id.who.int/icd/entity/2094665806,http://id.who.int/icd/release/11/2021-05/mms/2094665806,EC90.12,,Haemodialysis-associated Pruritus,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC9,BlockL2-EC9,,,,
http://id.who.int/icd/entity/1513498449,http://id.who.int/icd/release/11/2021-05/mms/1513498449,EC90.2,,Drug-induced Pruritus,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC9,BlockL2-EC9,,,,
http://id.who.int/icd/entity/268810206,http://id.who.int/icd/release/11/2021-05/mms/268810206,EC91,,Prurigo,category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EC9,BlockL2-EC9,,,,
http://id.who.int/icd/entity/297640720,http://id.who.int/icd/release/11/2021-05/mms/297640720,EC92.0,,Penoscrotodynia,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EC9,BlockL2-EC9,,,,
http://id.who.int/icd/entity/1192407880,http://id.who.int/icd/release/11/2021-05/mms/1192407880,,BlockL3-ED0,Self-inflicted skin disorders,block,3,FALSE,TRUE,14,browser,iCat,FALSE,3,,BlockL1-EC9,BlockL2-ED0,,,,
http://id.who.int/icd/entity/931401247,http://id.who.int/icd/release/11/2021-05/mms/931401247,ED50,,Ichthyoses,category,1,FALSE,TRUE,14,browser,iCat,FALSE,1,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED5,,,
http://id.who.int/icd/entity/29524620,http://id.who.int/icd/release/11/2021-05/mms/29524620,ED52,,Porokeratoses,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED5,,,
http://id.who.int/icd/entity/1396656475,http://id.who.int/icd/release/11/2021-05/mms/1396656475,ED60.00,,Suntan,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED6,,,
http://id.who.int/icd/entity/101755595,http://id.who.int/icd/release/11/2021-05/mms/101755595,ED60.1,,Melasma,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED6,,,
http://id.who.int/icd/entity/1925052982,http://id.who.int/icd/release/11/2021-05/mms/1925052982,ED61.0,,Freckles,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED6,,,
http://id.who.int/icd/entity/1894744640,http://id.who.int/icd/release/11/2021-05/mms/1894744640,ED63.0,,Vitiligo,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED6,,,
http://id.who.int/icd/entity/1827767178,http://id.who.int/icd/release/11/2021-05/mms/1827767178,ED63.3,,Vogt-Koyanagi-Harada syndrome,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED6,,,
http://id.who.int/icd/entity/2042627850,http://id.who.int/icd/release/11/2021-05/mms/2042627850,ED71,,hypertrichosis,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED7,,,
http://id.who.int/icd/entity/1892393023,http://id.who.int/icd/release/11/2021-05/mms/1892393023,ED80,,Acne,category,1,FALSE,TRUE,14,browser,iCat,FALSE,7,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED8,BlockL4-ED8,,
http://id.who.int/icd/entity/134161404,http://id.who.int/icd/release/11/2021-05/mms/134161404,ED90.0,,Rosacea,category,2,FALSE,TRUE,14,browser,iCat,FALSE,3,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED8,,,
http://id.who.int/icd/entity/351100904,http://id.who.int/icd/release/11/2021-05/mms/351100904,ED91.2,,Seborrhoea,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-ED8,,,
http://id.who.int/icd/entity/1416949107,http://id.who.int/icd/release/11/2021-05/mms/1416949107,EE00,,Hyperhidrosis,category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE0,,,
http://id.who.int/icd/entity/1299624490,http://id.who.int/icd/release/11/2021-05/mms/1299624490,EE01,,Hypohidrosis,category,1,FALSE,TRUE,14,browser,iCat,FALSE,3,FALSE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE0,,,
http://id.who.int/icd/entity/204420062,http://id.who.int/icd/release/11/2021-05/mms/204420062,EE02,,Miliaria,category,1,FALSE,TRUE,14,browser,iCat,FALSE,1,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE0,,,
http://id.who.int/icd/entity/93998748,http://id.who.int/icd/release/11/2021-05/mms/93998748,EE10.2,,Onycholysis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE1,,,
http://id.who.int/icd/entity/548201243,http://id.who.int/icd/release/11/2021-05/mms/548201243,EE11.0,,Melanonychia,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE1,,,
http://id.who.int/icd/entity/410058129,http://id.who.int/icd/release/11/2021-05/mms/410058129,EE12.1,,Onychomycosis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-ED5,BlockL3-EE1,,,
http://id.who.int/icd/entity/531901221,http://id.who.int/icd/release/11/2021-05/mms/531901221,EE40.0,,Corticosteroid-induced skin atrophy,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,,,
http://id.who.int/icd/entity/2141731567,http://id.who.int/icd/release/11/2021-05/mms/2141731567,EE40.30,,Genetically-determined skin fragility,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,,,
http://id.who.int/icd/entity/1184105500,http://id.who.int/icd/release/11/2021-05/mms/1184105500,EE40.31,,Age-related skin fragility,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,,,
http://id.who.int/icd/entity/1490033315,http://id.who.int/icd/release/11/2021-05/mms/1490033315,EE41.1,,Anetoderma,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,,,
http://id.who.int/icd/entity/657613175,http://id.who.int/icd/release/11/2021-05/mms/657613175,,BlockL4-EE5,Poikiloderma,block,4,FALSE,TRUE,14,browser,iCat,FALSE,1,,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,,,
http://id.who.int/icd/entity/2057714006,http://id.who.int/icd/release/11/2021-05/mms/2057714006,EE60.0,,Keloid,category,2,FALSE,TRUE,14,browser,iCat,FALSE,1,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,BlockL4-EE6,,
http://id.who.int/icd/entity/1465651353,http://id.who.int/icd/release/11/2021-05/mms/1465651353,EE60.00,,Ear-lobe Keloid,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EE4,BlockL4-EE6,,
http://id.who.int/icd/entity/647260534,http://id.who.int/icd/release/11/2021-05/mms/647260534,,BlockL3-EE8,Histiocytic-granulomatous disorders of the skin,block,3,FALSE,TRUE,14,browser,iCat,FALSE,2,,BlockL1-ED5,BlockL2-EE4,,,,
http://id.who.int/icd/entity/1056888958,http://id.who.int/icd/release/11/2021-05/mms/1056888958,EF00,,Panniculitis,category,1,FALSE,TRUE,14,browser,iCat,FALSE,1,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EF0,,,
http://id.who.int/icd/entity/1172950828,http://id.who.int/icd/release/11/2021-05/mms/1172950828,EF02.2,,Lipoedema,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EF0,,,
http://id.who.int/icd/entity/49558793,http://id.who.int/icd/release/11/2021-05/mms/49558793,EF02.3,,Cellulite,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EE4,BlockL3-EF0,,,
http://id.who.int/icd/entity/533651286,http://id.who.int/icd/release/11/2021-05/mms/533651286,EF20.1,,Angiokeratoma,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EF2,BlockL3-EF2,,,
http://id.who.int/icd/entity/280360139,http://id.who.int/icd/release/11/2021-05/mms/280360139,EF40.0,,Capillaritis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-ED5,BlockL2-EF2,,,,
http://id.who.int/icd/entity/576290514,http://id.who.int/icd/release/11/2021-05/mms/576290514,EH61,,"Drug-induced urticaria,angioedema and Anaphylaxis",category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1491701156,http://id.who.int/icd/release/11/2021-05/mms/1491701156,EH61.0,,Drug-induced urticaria,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1604996815,http://id.who.int/icd/release/11/2021-05/mms/1604996815,EH61.1,,Drug-induced angioedema,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1322710779,http://id.who.int/icd/release/11/2021-05/mms/1322710779,EH63,,Stevens-Johnson syndrome and toxic epidermal necrolysis due to Drug,category,1,FALSE,TRUE,14,browser,iCat,FALSE,3,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1970262645,http://id.who.int/icd/release/11/2021-05/mms/1970262645,EH63.0,,Drug-induced Stevens-Johnson syndrome,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1478125852,http://id.who.int/icd/release/11/2021-05/mms/1478125852,EH63.1,,Drug-induced toxic epidermal necrolysis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1077457356,http://id.who.int/icd/release/11/2021-05/mms/1077457356,EH63.2,,Drug-induced Stevens-Johnson and toxic epidermal necrolysis overlap syndrome,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/586101376,http://id.who.int/icd/release/11/2021-05/mms/586101376,EH64,,Drug-induced erythroderma,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/254592445,http://id.who.int/icd/release/11/2021-05/mms/254592445,EH67.0,,Drug-induced acute generalised exanthematous pustulosis,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,BlockL2-EH6,,,,
http://id.who.int/icd/entity/1442306126,http://id.who.int/icd/release/11/2021-05/mms/1442306126,EH72,,Drug-induced hair abnormalities,category,1,FALSE,TRUE,14,browser,iCat,FALSE,1,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/1400950460,http://id.who.int/icd/release/11/2021-05/mms/1400950460,EH72.0,,Drug-induced alopecia,category,2,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/1521790398,http://id.who.int/icd/release/11/2021-05/mms/1521790398,EH72.00,,Drug-induced telogen hair loss,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/257079775,http://id.who.int/icd/release/11/2021-05/mms/257079775,EH72.01,,Drug-induced anagen effluvium,category,3,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/1141982501,http://id.who.int/icd/release/11/2021-05/mms/1141982501,EH73,,Drug-induced nail abnormalities,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/939513521,http://id.who.int/icd/release/11/2021-05/mms/939513521,EH74,,Drug-induced oral conditions,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH6,,,,,
http://id.who.int/icd/entity/318744822,http://id.who.int/icd/release/11/2021-05/mms/318744822,EJ40,,Sunburn,category,1,FALSE,TRUE,14,browser,iCat,FALSE,2,TRUE,BlockL1-EH9,BlockL2-EJ2,BlockL3-EJ4,,,
http://id.who.int/icd/entity/928581291,http://id.who.int/icd/release/11/2021-05/mms/928581291,EK01,,Photo-allergic contact dermatitis,category,1,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EH9,,,,,
http://id.who.int/icd/entity/2040265542,http://id.who.int/icd/release/11/2021-05/mms/2040265542,EK70.3,,Hidrocystoma,category,2,FALSE,TRUE,14,browser,iCat,TRUE,0,TRUE,BlockL1-EK7,,,,,
http://id.who.int/icd/entity/1525792972,http://id.who.int/icd/release/11/2021-05/mms/1525792972,,BlockL1-FA0,Arthropathies,block,1,FALSE,TRUE,15,browser,iCat,FALSE,4,,,,,,,
http://id.who.int/icd/entity/558562409,http://id.who.int/icd/release/11/2021-05/mms/558562409,,BlockL2-FA0,Osteoarthritis,block,2,FALSE,TRUE,15,browser,iCat,FALSE,6,,BlockL1-FA0,,,,,
http://id.who.int/icd/entity/1036686030,http://id.who.int/icd/release/11/2021-05/mms/1036686030,FA04,,Oligoosteoarthritis,category,1,FALSE,TRUE,15,browser,iCat,TRUE,0,FALSE,BlockL1-FA0,BlockL2-FA0,,,,
http://id.who.int/icd/entity/1673736911,http://id.who.int/icd/release/11/2021-05/mms/1673736911,FA05,,Polyosteoarthritis,category,1,FALSE,TRUE,15,browser,iCat,TRUE,0,FALSE,BlockL1-FA0,BlockL2-FA0,,,,
http://id.who.int/icd/entity/549009522,http://id.who.int/icd/release/11/2021-05/mms/549009522,FA23,,Adult-onset Still disease,category,1,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/395622227,http://id.who.int/icd/release/11/2021-05/mms/395622227,FA25,,Gout,category,1,FALSE,TRUE,15,browser,iCat,FALSE,3,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/300335575,http://id.who.int/icd/release/11/2021-05/mms/300335575,FA25.10,,Lead-induced Gout,category,3,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/1699451178,http://id.who.int/icd/release/11/2021-05/mms/1699451178,FA25.11,,Drug-induced Gout,category,3,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/2041797033,http://id.who.int/icd/release/11/2021-05/mms/2041797033,FA26.2,,Chondrocalcinosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/211396970,http://id.who.int/icd/release/11/2021-05/mms/211396970,FA27.0,,Kashin-Beck disease,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA2,,,,
http://id.who.int/icd/entity/292283259,http://id.who.int/icd/release/11/2021-05/mms/292283259,FA37.0,,Osteophyte,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA0,BlockL2-FA3,,,,
http://id.who.int/icd/entity/1244444785,http://id.who.int/icd/release/11/2021-05/mms/1244444785,FA70.0,,Kyphosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA7,BlockL2-FA7,,,,
http://id.who.int/icd/entity/1925604007,http://id.who.int/icd/release/11/2021-05/mms/1925604007,FA70.1,,Scoliosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA7,BlockL2-FA7,,,,
http://id.who.int/icd/entity/444559306,http://id.who.int/icd/release/11/2021-05/mms/444559306,FA70.2,,Lordosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA7,BlockL2-FA7,,,,
http://id.who.int/icd/entity/872242568,http://id.who.int/icd/release/11/2021-05/mms/872242568,FA71,,Torticollis,category,1,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FA7,BlockL2-FA7,,,,
http://id.who.int/icd/entity/790009325,http://id.who.int/icd/release/11/2021-05/mms/790009325,FA81,,Spondylolysis,category,1,FALSE,TRUE,15,browser,iCat,FALSE,2,TRUE,BlockL1-FA7,BlockL2-FA8,,,,
http://id.who.int/icd/entity/1075039772,http://id.who.int/icd/release/11/2021-05/mms/1075039772,FA84,,Spondylolisthesis,category,1,FALSE,TRUE,15,browser,iCat,FALSE,2,FALSE,BlockL1-FA7,BlockL2-FA8,,,,
http://id.who.int/icd/entity/1652428001,http://id.who.int/icd/release/11/2021-05/mms/1652428001,,BlockL2-FB0,Spondylopathies,block,2,FALSE,TRUE,15,browser,iCat,FALSE,1,,BlockL1-FA7,,,,,
http://id.who.int/icd/entity/163006370,http://id.who.int/icd/release/11/2021-05/mms/163006370,FB40,,Tenosynovitis,category,1,FALSE,TRUE,15,browser,iCat,FALSE,6,TRUE,BlockL1-FB3,BlockL2-FB4,,,,
http://id.who.int/icd/entity/953243647,http://id.who.int/icd/release/11/2021-05/mms/953243647,FB42.2,,Ganglion,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB3,BlockL2-FB4,,,,
http://id.who.int/icd/entity/1984620329,http://id.who.int/icd/release/11/2021-05/mms/1984620329,FB50,,Bursitis,category,1,FALSE,TRUE,15,browser,iCat,FALSE,4,TRUE,BlockL1-FB3,BlockL2-FB5,,,,
http://id.who.int/icd/entity/684422352,http://id.who.int/icd/release/11/2021-05/mms/684422352,FB54.4,,Metatarsalgia,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB3,BlockL2-FB5,,,,
http://id.who.int/icd/entity/415195404,http://id.who.int/icd/release/11/2021-05/mms/415195404,FB56.2,,Myalgia,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB3,BlockL2-FB5,,,,
http://id.who.int/icd/entity/1922868089,http://id.who.int/icd/release/11/2021-05/mms/1922868089,FB56.5,,Algoneurodystrophy,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB3,BlockL2-FB5,,,,
http://id.who.int/icd/entity/2061303143,http://id.who.int/icd/release/11/2021-05/mms/2061303143,FB80.4,,Osteosclerosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/536467755,http://id.who.int/icd/release/11/2021-05/mms/536467755,FB81,,Osteonecrosis,category,1,FALSE,TRUE,15,browser,iCat,FALSE,6,FALSE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/1168864722,http://id.who.int/icd/release/11/2021-05/mms/1168864722,FB81.2,,Drug-induced Osteonecrosis,category,2,FALSE,TRUE,15,browser,iCat,TRUE,0,FALSE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/504298187,http://id.who.int/icd/release/11/2021-05/mms/504298187,FB82,,Chondropathies,category,1,FALSE,TRUE,15,browser,iCat,FALSE,4,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/547071520,http://id.who.int/icd/release/11/2021-05/mms/547071520,FB82.0,,Chondromalacia,category,2,FALSE,TRUE,15,browser,iCat,FALSE,1,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/611604654,http://id.who.int/icd/release/11/2021-05/mms/611604654,FB83.0,,Osteopenia,category,2,FALSE,TRUE,15,browser,iCat,FALSE,5,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/2082702168,http://id.who.int/icd/release/11/2021-05/mms/2082702168,FB83.04,,Drug-induced Osteopenia,category,3,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/2113001430,http://id.who.int/icd/release/11/2021-05/mms/2113001430,FB83.1,,Osteoporosis,category,2,FALSE,TRUE,15,browser,iCat,FALSE,5,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/691296096,http://id.who.int/icd/release/11/2021-05/mms/691296096,FB83.13,,Drug-induced Osteoporosis,category,3,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB8,,,,,
http://id.who.int/icd/entity/2014734277,http://id.who.int/icd/release/11/2021-05/mms/2014734277,FB83.22,,Drug-induced Adult osteomalacia,category,3,FALSE,TRUE,15,browser,iCat,TRUE,0,TRUE,BlockL1-FB8,,,,,
